Platform,dummy_HBO,id,title,exclusive,type,dummy_movie,description,release_year,L10Y_vs_old,L10Y_vs_old dummy,release_year_segments,age_certification,age_certification_segments,dummy_mature,dummy_NR,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Netflix,0,ts251675,Hellbound,exclusive,SHOW,0,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",2021,L10Y,1,New,TV-MA,mature,1,0,52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['KR'],1,tt12235718,6.6,23099,193.725,7.6
Netflix,0,ts1464,The Cartel,exclusive,SHOW,0,"The Cartel follows ten friends, all of them members of a dangerous drug cartel, whose ambition for power and money will cause them to eventually kill each other. For it is an undeniable truth that, in this business, you always lose.",2008,Old,0,New,TV-MA,mature,1,0,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",['CO'],2,tt1260520,8,774,189.665,7.5
Netflix,0,ts321298,Business Proposal,exclusive,SHOW,0,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,2022,L10Y,1,New,TV-14,mature,1,0,61,"['drama', 'romance', 'comedy']",['KR'],1,tt14819828,8.1,7806,183.465,8.3
HBO Max,1,ts21698,Friends,exclusive,SHOW,0,"Friends is an American television sitcom created by David Crane and Marta Kauffman, which aired on NBC from September 22, 1994, to May 6, 2004, lasting ten seasons. With an ensemble cast starring Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry and David Schwimmer, the show revolves around six friends in their 20s and 30s who live in Manhattan, New York City. The series was produced by Bright/Kauffman/Crane Productions, in association with Warner Bros. Television. The original executive producers were Kevin S. Bright, Kauffman, and Crane.",1994,Old,0,New,TV-14,mature,1,0,25,"['drama', 'comedy', 'romance']",['US'],10,tt0108778,8.9,950362,183.385,8.5
HBO Max,1,tm841254,The Last Duel,exclusive,MOVIE,1,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",2021,L10Y,1,New,R,mature,1,0,153,"['drama', 'thriller', 'action', 'history']","['GB', 'US']",,tt4244994,7.4,138543,183.025,7.6
Netflix,0,ts89840,Virgin River,exclusive,SHOW,0,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019,L10Y,1,New,TV-14,mature,1,0,44,"['drama', 'romance']",['US'],4,tt9077530,7.4,36459,169.37,8.034
Netflix,0,ts269881,Record of Ragnarok,exclusive,SHOW,0,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",2021,L10Y,1,New,TV-MA,mature,1,0,24,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']",['JP'],2,tt13676344,6.2,4923,168.41,8.629
Netflix,0,ts217231,Heartstopper,exclusive,SHOW,0,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,2022,L10Y,1,New,TV-14,mature,1,0,28,"['romance', 'drama']",['GB'],3,tt10638036,8.7,45476,165.66,9.027
Netflix,0,ts289334,Sex/Life,exclusive,SHOW,0,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,2021,L10Y,1,New,TV-MA,mature,1,0,47,"['comedy', 'drama', 'romance']",['US'],2,tt10839422,5.4,20549,165.068,7.1
HBO Max,1,tm208397,Fantastic Beasts: The Crimes of Grindelwald,exclusive,MOVIE,1,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",2018,L10Y,1,New,PG-13,mature,1,0,134,"['drama', 'fantasy', 'family']","['US', 'GB']",,tt4123430,6.5,266784,165.067,6.9
Netflix,0,ts55668,Dark,exclusive,SHOW,0,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,L10Y,1,New,TV-MA,mature,1,0,56,"['scifi', 'crime', 'drama', 'thriller']",['DE'],3,tt5753856,8.7,363469,164.601,8.4
Netflix,0,tm233425,A Silent Voice: The Movie,exclusive,MOVIE,1,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",2016,L10Y,1,New,PG-13,mature,1,0,130,"['animation', 'drama', 'romance', 'family']",['JP'],,tt5323662,8.1,77667,162.66,8.409
HBO Max,1,tm159271,Real Steel,exclusive,MOVIE,1,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",2011,Old,0,New,PG-13,mature,1,0,127,"['scifi', 'action', 'drama', 'sport', 'family']","['US', 'IN']",,tt0433035,7,321448,160.743,6.9
Netflix,0,ts276067,Maldivas,exclusive,SHOW,0,"To investigate a mystery, a young woman moves into a posh condo community, where she comes into contact with its quirky - and suspicious - residents.",2022,L10Y,1,New,TV-MA,mature,1,0,36,"['comedy', 'drama']",['BR'],1,tt13561292,5.6,961,159.929,7.2
HBO Max,1,ts86068,Blade Runner: Black Lotus,exclusive,SHOW,0,"Los Angeles 2032. A young woman wakes up with no memories, and possessing deadly skills. The only clues to her mystery are a locked data device and a tattoo of a black lotus. Putting together the pieces, she must hunt down the people responsible for her brutal and bloody past to find the truth of her lost identity.",2021,L10Y,1,New,TV-14,mature,1,0,23,"['scifi', 'drama', 'thriller', 'crime', 'animation', 'action']",['US'],1,tt9359796,6.1,2247,159.841,7.4
Netflix,0,ts35362,Locked Up,exclusive,SHOW,0,"Set up to take the blame for corporate fraud, young Macarena Ferreiro is locked up in a high-security women's prison surrounded by tough, ruthless criminals in this tense, provocative Spanish thriller.",2015,L10Y,1,New,TV-MA,mature,1,0,49,"['drama', 'thriller', 'action', 'european']",['ES'],4,tt4524056,8.2,21862,156.976,8
Netflix,0,ts88361,"Love, Death & Robots",exclusive,SHOW,0,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",2019,L10Y,1,New,TV-MA,mature,1,0,13,"['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action']",['US'],3,tt9561862,8.4,131937,156.46,8.3
Netflix,0,tm191110,Titanic,exclusive,MOVIE,1,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997,Old,0,New,PG-13,mature,1,0,194,"['drama', 'romance']",['US'],,tt0120338,7.9,1146825,155.683,7.878
Netflix,0,tm983787,Ava,exclusive,MOVIE,1,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,2020,L10Y,1,New,R,mature,1,0,96,"['thriller', 'crime', 'action', 'drama']",['US'],,tt8784956,5.4,54279,155.235,5.753
Netflix,0,tm957290,Umma,exclusive,MOVIE,1,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",2022,L10Y,1,New,PG-13,mature,1,0,83,"['horror', 'drama']",['US'],,tt13235822,4.6,4583,155.039,5.9
Netflix,0,ts36577,The Last Kingdom,exclusive,SHOW,0,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,L10Y,1,New,TV-MA,mature,1,0,55,"['action', 'drama', 'war', 'history', 'european']",['GB'],5,tt4179452,8.5,132561,153.281,8.3
HBO Max,1,ts20995,The Sopranos,exclusive,SHOW,0,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",1999,Old,0,New,TV-MA,mature,1,0,55,"['drama', 'crime']",['US'],6,tt0141842,9.2,372367,151.628,8.5
Netflix,0,ts55982,Anne with an E,exclusive,SHOW,0,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890’s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.",2017,L10Y,1,New,TV-G,youth,0,0,46,"['drama', 'family']",['CA'],3,tt5421602,8.7,52756,150.37,8.8
Netflix,0,tm1125844,The Whole Truth,exclusive,MOVIE,1,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.",2021,L10Y,1,New,R,mature,1,0,125,"['drama', 'horror', 'thriller']",['TH'],,tt15850662,5.1,3323,149.152,6.3
HBO Max,1,ts77107,Titans,exclusive,SHOW,0,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,2018,L10Y,1,New,TV-MA,mature,1,0,46,"['scifi', 'crime', 'drama', 'fantasy', 'action']",['US'],3,tt1043813,7.6,95615,147.342,8.1
Netflix,0,ts53864,Ozark,exclusive,SHOW,0,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017,L10Y,1,New,TV-MA,mature,1,0,60,"['drama', 'crime', 'thriller']",['US'],4,tt5071412,8.5,300454,146.805,8.245
Netflix,0,tm1201262,Love & Gelato,exclusive,MOVIE,1,"Lina is about to graduate high school and has her sights set on her future at MIT. But when her mom gets sick, she encourages Lina to follow in her footsteps and have “the summer of a lifetime” in Rome. Using her mom’s old diary as a guide, she explores the romantic and magical city, where she just might find love... and gelato, of course.",2022,L10Y,1,New,PG-13,mature,1,0,111,"['romance', 'comedy', 'drama']",['IT'],,tt15521050,5.1,3980,146.021,5.35
Netflix,0,ts81294,Manifest,exclusive,SHOW,0,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,L10Y,1,New,TV-14,mature,1,0,42,"['drama', 'thriller', 'scifi']",['US'],4,tt8421350,7.1,53185,145.572,7.7
Netflix,0,tm215638,Boyka: Undisputed IV,exclusive,MOVIE,1,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",2016,L10Y,1,New,R,mature,1,0,87,"['action', 'drama', 'european']",['BG'],,,,,145.287,7
HBO Max,1,tm860276,Nobody,exclusive,MOVIE,1,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",2021,L10Y,1,New,R,mature,1,0,92,"['thriller', 'action', 'crime', 'drama']",['US'],,tt7888964,7.4,223836,144.914,8.2
HBO Max,1,tm826359,Malignant,exclusive,MOVIE,1,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",2021,L10Y,1,New,R,mature,1,0,111,"['thriller', 'crime', 'horror', 'action', 'drama']",['US'],,tt3811906,6.3,75373,144.696,7
HBO Max,1,ts21860,Pretty Little Liars,exclusive,SHOW,0,"Based on the Pretty Little Liars series of young adult novels by Sara Shepard, the series follows the lives of four girls — Spencer, Hanna, Aria, and Emily — whose clique falls apart after the disappearance of their queen bee, Alison. One year later, they begin receiving messages from someone using the name ""A"" who threatens to expose their secrets — including long-hidden ones they thought only Alison knew.",2010,Old,0,New,TV-14,mature,1,0,45,"['drama', 'romance', 'thriller']",['US'],7,tt1578873,7.4,163137,144.261,8
Netflix,0,ts20339,One Piece,exclusive,SHOW,0,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!",1999,Old,0,New,TV-14,mature,1,0,23,"['animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],21,tt0388629,8.8,117129,143.457,8.764
